Name of Restaurant,Features/Category,Market Segment,Cuisine,Top Dishes,Address,Area/Location,Latitude,Longitude,Zomato URL,Dining Rating
Udipi Sri Ganesh Bhavan,"Breakfast, Home Delivery, Vegetarian Only, Indoor Seating",Restaurant,South Indian,"Filter Coffee,  Idli Sambar,  Bonda Soup,  Ghee Podi Dosa,  Masala Dosa,  Keerai Kootu,  Uthappam"," 512, T.H. Road, Washermenpet, Chennai",Washermenpet,13.1148,80.2872,https://www.zomato.com/chennai/udipi-sri-ganesh-bhavan-washermenpet,3.6
Atho Man Ecstasy,Delivery Only,Cloud Kitchen,"Fast Food,  Beverages,  Desserts","Fried Chicken,  Filter Coffee,  Tiramisu,  Mango Lassi,  Mojito,  Hot Dog,  Rose Milk"," 45/16/1A, Venkatachalam Street, Near Kalmandapan Police Station, Royapuram, Chennai",Royapuram,13.1137,80.2954,https://www.zomato.com/chennai/atho-man-ecstasy-royapuram,3.9
American Sandwich,"Breakfast, Home Delivery, Outdoor Seating, Indoor Seating",Fast Food,"Sandwich,  Fast Food","Cold Coffee,  Toasted Sandwich,  Fried Chicken,  Peri Peri Fries,  Wrap,  BLT,  Veg Sandwich"," 30/1, Raghupathi Nagar, 2nd Street, Nanganallur, Chennai",Nanganallur,12.9807,80.1882,https://www.zomato.com/chennai/american-sandwich-nanganallur,3.5
DKOLTs Momoz & Shawarma,Home Delivery,Fast Food,"Arabian,  Momos","Veg Momos,  Grilled Chicken,  Fried Momos,  Kurkure Momos,  Falafel,  Shawarma,  Pan Fried Momos"," 10-11, Poonamallee High Road, Dr. Radhakrishnan Nagar, Arumbakkam, Chennai",Arumbakkam,13.0724,80.2102,https://www.zomato.com/chennai/dkolts-momoz-shawarma-arumbakkam,
Red Snappers,"Breakfast, Home Delivery, Indoor Seating",Fast Food,"South Indian,  Fast Food,  Seafood,  Chinese","Masala Dosa,  Chicken Manchurian,  Fried Chicken,  Bonda Soup,  Burger,  Dim Sum,  Uthappam"," 40/83, 1st Block, Block U, 5th Main Road, Anna Nagar East, Chennai",Anna Nagar East,13.092,80.2236,https://www.zomato.com/chennai/red-snappers-anna-nagar-east,3.4
Tambrahm Theory,Delivery Only,Cloud Kitchen,"North Indian,  South Indian","Paneer Butter Masala,  Medu Vada,  Idli Sambar,  Bonda Soup,  Butter Chicken,  Masala Dosa,  Filter Coffee"," 17, 2nd Cross Street, Teachers Colony, Jayaram Nagar, Thiruvanmiyur, Chennai",Thiruvanmiyur,12.983,80.2594,https://www.zomato.com/chennai/tambrahm-theory-thiruvanmiyur,4.5
Pooja Satish Punjabi Dhaba,Indoor Seating,Restaurant,North Indian,"Paneer Butter Masala,  Palak Paneer,  Tandoori Chicken,  Naan,  Chole Bhature,  Aloo Paratha,  Rajma Chawal"," 60, 4B, Bypass Road, Seeneerkkupam, Poonamalle, Chennai",Poonamalle,13.0473,80.0945,https://www.zomato.com/chennai/pooja-satish-punjabi-dhaba-poonamalle,3.8
SK Queen Sandwich,"Home Delivery, Indoor Seating",Fast Food,"Sandwich,  Fast Food,  Ice Cream,  Juices,  Beverages","Vanilla Ice Cream,  Lemon Ginger Juice,  Peri Peri Fries,  Mango Ice Cream,  Milkshake,  Green Tea,  Rose Milk"," 127A, Peritar Pathai, Choolaimedu, Chennai",Choolaimedu,13.0632,80.225,https://www.zomato.com/chennai/sk-queen-sandwich-choolaimedu,2.8
Beach,"Home Delivery, Indoor Seating",Fast Food,"Fast Food,  Beverages","Hot Dog,  Buttermilk,  Milkshake,  Fresh Lime Soda,  Nuggets,  Fried Chicken,  Filter Coffee"," 60A, Elaya Mudali Street, Tondiarpet, Near Washermenpet, Chennai",Washermenpet,13.1148,80.2872,https://www.zomato.com/chennai/beach-1-washermenpet,3.5
HomeMade Curry Point,"Breakfast, Indoor Seating",Restaurant,South Indian,"Masala Dosa,  Medu Vada,  Filter Coffee,  Rava Idli,  Rasam Rice,  Ghee Podi Dosa,  Idli Sambar"," 2/22, Venkateswara Nagar, 6th Main Road, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/homemade-curry-point-velachery,3.8
Pollastro,"Home Delivery, Mall Parking, Self Service, Indoor Seating",Fast Food,"Italian,  Fast Food","Burger,  Gnocchi,  Caprese Salad,  Margherita Pizza,  Fried Chicken,  Wrap,  Penne Arrabbiata"," Paradiso Food Court, Asendas Phase 2, Taramani, Chennai","Ascendas IT Park, Taramani",12.9863,80.2432,https://www.zomato.com/chennai/pollastro-taramani,3.6
Tastebudz - Juice n Snacks Cafe,"Home Delivery, Outdoor Seating",Fast Food,"Fast Food,  Beverages","Green Tea,  Mango Lassi,  Hot Dog,  Peri Peri Fries,  Filter Coffee,  Masala Chai,  Wrap"," 5/44, Valluvar Salai, Ramapuram, Chennai",Ramapuram,13.0317,80.1817,https://www.zomato.com/chennai/tastebudz-juice-n-snacks-cafe-ramapuram,2.8
Blend cafe,"Breakfast, Home Delivery, Indoor Seating, Desserts and Bakes",Cafe,"Cafe,  Street Food,  Fast Food","Onion Rings,  Croissant,  Latte,  Pasta,  Corn Chaat,  Burger,  Sev Puri"," Shop 10&11, Door 20, J.N Road, Opposite To T.E.L.C Church, Periyakuppam, Thiruvallur, Chennai",Thiruvallur,13.1227,79.9118,https://www.zomato.com/chennai/blend-cafe-thiruvallur,3.5
Metro Sandwich,"Breakfast, Home Delivery",Fast Food,"Sandwich,  Beverages","Filter Coffee,  BLT,  Focaccia Sandwich,  Club Sandwich,  Veg Sandwich,  Green Tea,  Fresh Lime Soda"," 245/1, Bharathiyar Street, Padur, Chennai",Padur,12.8077,80.2258,https://www.zomato.com/chennai/metro-sandwich-padur,
Settys Meal Box,Delivery Only,Cloud Kitchen,"South Indian,  North Indian,  Continental","Rasam Rice,  Fish and Chips,  Caesar Salad,  Idli Sambar,  Naan,  Filter Coffee,  Rajma Chawal"," Keelkattalai, Near Pallavaram, Chennai",Pallavaram,12.9675,80.1491,https://www.zomato.com/chennai/settys-meal-box-pallavaram,4.2
The Food Hut,"Home Delivery, Free Parking, Indoor Seating",Restaurant,"South Indian,  Italian,  North Indian,  Ice Cream,  Fast Food","Tandoori Chicken,  Rava Idli,  Wrap,  Tiramisu,  Burger,  Penne Arrabbiata,  Vanilla Ice Cream"," 14, Shop 1, Dr Nair Road, Pondy Bazaar, T. Nagar",T. Nagar,13.0418,80.2341,https://www.zomato.com/chennai/the-food-hut-t-nagar,3.4
Parampara,"Breakfast, Vegetarian Only, Self Service, Indoor Seating",Restaurant,South Indian,"Rasam Rice,  Uthappam,  Pongal,  Rava Idli,  Idli Sambar,  Filter Coffee,  Masala Dosa"," 4/21, Manickeshwari Street, Near Toni & Guy Parlour, Kilpauk, Chennai",Kilpauk,13.0828,80.2417,https://www.zomato.com/chennai/parampara-kilpauk,3.6
Pacifica,"Breakfast, Wheelchair Accessible, Indoor Seating, Buffet, Table booking recommended",Restaurant,"North Indian,  South Indian,  Continental,  Chinese","Dragon Chicken,  Tiramisu,  Medu Vada,  Fish and Chips,  Dal Makhani,  Tandoori Chicken,  Masala Dosa"," Hotel Beverly, 17, Rajarathnam Road, Kilpauk, Chennai","Hotel Beverly, Kilpauk",13.0828,80.2417,https://www.zomato.com/chennai/pacifica-kilpauk,2.7
KL 11 Blend,"Breakfast, Home Delivery, Indoor Seating, All Day Breakfast, Table Reservation Not Required",Cafe,Cafe,"Cappuccino,  Brownie,  Avocado Toast,  Club Sandwich,  Pasta,  Cold Coffee,  Croissant"," SRM Nagar, Katankulathur, Potheri, Chennai",Potheri,12.8213,80.0371,https://www.zomato.com/chennai/kl-11-blend-potheri,3.4
Mughal Biriyani,"Home Delivery, Indoor Seating",Restaurant,"Biryani,  Chinese,  Fast Food","Brinjal Curry,  Chicken Manchurian,  Dim Sum,  Raita,  Sweet Corn Soup,  Gobi Manchurian,  Sandwich"," Shop 20 & 21, Railway Station Road, Pallavaram, Chennai",Pallavaram,12.9675,80.1491,https://www.zomato.com/chennai/mughal-biriyani-pallavaram,3.2
FNF Momos Nation,"Breakfast, Home Delivery, Indoor Seating",Fast Food,"Chinese,  Fast Food","Onion Rings,  Milkshake,  Fried Rice,  Wrap,  Burger,  Dim Sum,  Hakka Noodles"," 10 A, Brahmin Street, Kattankulathur Block, Kanchipuram District, Chennai",Kanchipuram District,12.8372,79.7042,https://www.zomato.com/chennai/fnf-momos-nation-kanchipuram-district,3.1
Lets Kothu,"Home Delivery, Outdoor Seating",Restaurant,Sri Lankan,"Dhal Curry,  Wambatu Moju,  Coconut Roti,  Kiri Peni,  Fish Ambul Thiyal,  Egg Hoppers,  Kottu Roti"," B23, OMR Food Street, 165 ECR Road, Injambakkam, Chennai","OMR Food Street, Injambakkam",12.9198,80.2511,https://www.zomato.com/chennai/lets-kothu-injambakkam,3.4
The Pasta,Home Delivery,Fast Food,Fast Food,"Nuggets,  Milkshake,  French Fries,  Fried Chicken,  Burger,  Hot Dog,  Peri Peri Fries"," 200ft, Radial Road, Pallavaram, Chennai",Pallavaram,12.9675,80.1491,https://www.zomato.com/chennai/the-pasta-pallavaram,
Seventy Nine East,Delivery Only,Cloud Kitchen,"South Indian,  Beverages","Medu Vada,  Idli Sambar,  Ghee Podi Dosa,  Keerai Kootu,  Masala Chai,  Filter Coffee,  Rose Milk"," 1/803, Reddiar Garden, East Street, Selvaganapthi nagar, Mugalivakkam, Porur, Chennai",Porur,13.0382,80.1565,https://www.zomato.com/chennai/seventy-nine-east-porur,
Kebab Nation,"Home Delivery, Free Parking, Outdoor Seating",Restaurant,"Arabian,  BBQ","Grilled Prawns,  Baklava,  Hummus,  Corn on the Cob,  BBQ Ribs,  Grilled Fish,  Falafel"," OMR Food Street, Ambattur","OMR Food Street, Ambattur",13.1186,80.1574,https://www.zomato.com/chennai/kebab-nation-ambattur,3
Juice Pump,"Home Delivery, Indoor Seating",Fast Food,"Juices,  Fast Food","Green Juice,  Mixed Fruit Juice,  Sandwich,  Lemon Ginger Juice,  Sugarcane Juice,  Milkshake,  Peri Peri Fries"," 340, Mini Street, Sowcarpet, Chennai",Sowcarpet,13.0987,80.2785,https://www.zomato.com/chennai/juice-pump-sowcarpet,3.1
Hameed Malaysian Parotta,"Home Delivery, Indoor Seating",Restaurant,"Chinese,  South Indian","Bonda Soup,  Hakka Noodles,  Medu Vada,  Ghee Podi Dosa,  Keerai Kootu,  Filter Coffee,  Rasam Rice"," 2, CLC Lane, Chambers Colony, Chromepet, Chennai",Chromepet,12.9516,80.1462,https://www.zomato.com/chennai/hameed-malaysian-parotta-chromepet,2.9
Hotel Tirumala,"Breakfast, Home Delivery, Vegetarian Only, Indoor Seating",Hotel,South Indian,"Idli Sambar,  Ghee Podi Dosa,  Filter Coffee,  Medu Vada,  Keerai Kootu,  Rasam Rice,  Pongal"," 806 T.H Road, Tiruvottiyur, Chennai",Tiruvottiyur,13.1643,80.3001,https://www.zomato.com/chennai/hotel-tirumala-tiruvottiyur,3.4
Aaha Veg Mess,"Breakfast, Home Delivery",Restaurant,South Indian,"Medu Vada,  Ghee Podi Dosa,  Curd Rice,  Rasam Rice,  Pongal,  Rava Idli,  Uthappam"," 24, Lakshmi Narayana Perumal Kovil Street, Pallikaranai, Chennai",Pallikaranai,12.9349,80.2137,https://www.zomato.com/chennai/aaha-veg-mess-pallikaranai,4
Maspa Foods,Home Delivery,Fast Food,"Biryani,  Fast Food","Haleem,  Chicken Biryani,  Onion Rings,  Nuggets,  Egg Biryani,  Fried Chicken,  Brinjal Curry"," 10, Ramakrishna Nagar Main Road, Porur, Chennai",Porur,13.0382,80.1565,https://www.zomato.com/chennai/maspa-foods-porur,4.3
The Brown Hut,"Home Delivery, Desserts and Bakes",Bakery & Sweet Shop,Desserts,"Tiramisu,  Panna Cotta,  Brownie,  Kheer,  Gulab Jamun,  Chocolate Mousse,  Halwa"," Nungambakkam High Road, Nungambakkam, Chennai",Nungambakkam,13.0569,80.2425,https://www.zomato.com/chennai/the-brown-hut-nungambakkam,
Cafe De Brown,"Home Delivery, Indoor Seating",Fast Food,"Fast Food,  Italian,  Beverages","Gnocchi,  Mojito,  Tender Coconut,  Peri Peri Fries,  Risotto,  Buttermilk,  Filter Coffee"," A10 & A11, 5 & 6 VMR Squares, Near Chennai One Tollgate, 200 Feet Radial Road, St. Thomas Mount, Block Ward-194, Thuraipakkam, Chennai",Thuraipakkam,12.9416,80.2362,https://www.zomato.com/chennai/cafe-de-brown-thuraipakkam,3.6
Venkateshwara Bakery,"Home Delivery, Vegetarian Only, Indoor Seating, Desserts and Bakes",Fast Food,"Bakery,  Street Food,  Mithai","Halwa,  Peda,  Brownie,  Chocolate Cake,  Sandesh,  Sev Puri,  Cheesecake"," Velachery Main Road, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/venkateshwara-bakery-velachery,3.5
The Box Theory,Delivery Only,Cloud Kitchen,"North Indian,  Chinese","Chicken Manchurian,  Chole Bhature,  Aloo Paratha,  Chilli Paneer,  Tandoori Chicken,  Spring Rolls,  Butter Chicken"," 62/A, 48A, Gandhi Road, Choolaimedu, Chennai",Choolaimedu,13.0632,80.225,https://www.zomato.com/chennai/the-box-theory-choolaimedu,3.8
Sri Narayana,"Breakfast, Home Delivery, Vegetarian Only, Indoor Seating",Restaurant,"South Indian,  Chinese","Rasam Rice,  Medu Vada,  Chilli Paneer,  Pongal,  Ghee Podi Dosa,  Curd Rice,  Chilli Chicken"," 3, New Colony Main Road, Near Police Station, Adambakkam, Chennai",Adambakkam,12.967,80.199,https://www.zomato.com/chennai/sri-narayana-adambakkam,3.1
Lunchpad Restaurant,"Home Delivery, Indoor Seating, Table Reservation Not Required",Restaurant,"Kerala,  South Indian,  North Indian","Rogan Josh,  Beef Fry,  Karimeen Pollichathu,  Uthappam,  Dal Makhani,  Butter Chicken,  Appam"," 34, OMR, Egatoor, Chennai",Egatoor,12.8318,80.2292,https://www.zomato.com/chennai/lunchpad-restaurant-egatoor,3.1
Little Hut Restaurant,"Home Delivery, Indoor Seating",Restaurant,"North Indian,  Chinese,  Biryani,  Seafood,  Lebanese,  Rolls","Rogan Josh,  Meen Kuzhambu,  Falafel,  Knafeh,  Chicken Manchurian,  Warak Enab,  Kibbeh"," 8/19 Bharathi Salai, Mogappair, Chennai",Mogappair,13.0837,80.175,https://www.zomato.com/chennai/little-hut-restaurant-mogappair,3.8
Stop Five Juice & Snacks,"Breakfast, Home Delivery, Vegetarian Only, Indoor Seating",Fast Food,"Sandwich,  Fast Food,  Beverages","Grilled Chicken Sandwich,  Tender Coconut,  Sandwich,  Nuggets,  Fried Chicken,  Egg Sandwich,  Wrap"," 19, Habibullah Road, T. Nagar, Chennai",T. Nagar,13.0418,80.2341,https://www.zomato.com/chennai/stop-five-juice-snacks-t-nagar,3.6
Shanghai Noodle House,Home Delivery,Restaurant,"Chinese,  North Indian","Chilli Paneer,  Rajma Chawal,  Hakka Noodles,  Paneer Butter Masala,  Chole Bhature,  Dal Makhani,  Gobi Manchurian"," Plot 5/391, Okkiyam Petai, Okkiam, Thuraipakkam, Chennai",Thuraipakkam,12.9416,80.2362,https://www.zomato.com/chennai/shanghai-noodle-house-thuraipakkam,4.1
Kollywood Restaurant,"Indoor Seating, Wifi, Buffet, Table reservation required",Restaurant,"North Indian,  South Indian,  Chinese","Biryani,  Aloo Paratha,  Tandoori Chicken,  Filter Coffee,  Chicken Manchurian,  Masala Dosa,  Rogan Josh"," 12, The Vijay Park Hotel, Jawaharlal Nehru Salai, Inner Ring Road, Arumbakkam, Chennai","The Vijay Park Hotel, Arumbakkam",13.0724,80.2102,https://www.zomato.com/chennai/kollywood-restaurant-arumbakkam,2.5
Blue Crush,"Home Delivery, Free Parking, Indoor Seating",Fast Food,"Beverages,  Fast Food","Buttermilk,  French Fries,  Filter Coffee,  Cold Coffee,  Tender Coconut,  Milkshake,  Mojito"," 1/17, East Coast Road, Kottivakkam, Chennai",Kottivakkam,12.9682,80.2599,https://www.zomato.com/chennai/blue-crush-1-kottivakkam,3.3
Sri Raghavendra Mess,"Home Delivery, Indoor Seating",Restaurant,South Indian,"Rava Idli,  Masala Dosa,  Uthappam,  Curd Rice,  Keerai Kootu,  Pongal,  Bonda Soup"," 5/389, Rajiv Gandhi Salai, Okkiyampet, Chennai",Okkiyampet,12.947,80.244,https://www.zomato.com/chennai/sri-raghavendra-mess-okkiyampet,2.8
Hotel Malaiyappa,"Breakfast, Home Delivery, Free Parking, Indoor Seating",Hotel,"Fast Food,  North Indian,  South Indian,  Beverages","Medu Vada,  Palak Paneer,  Nuggets,  Tender Coconut,  Butter Chicken,  Ghee Podi Dosa,  Buttermilk"," 31 A, Thiru Vi Ka Industrial Estate, Near SIDCO Industrial Estate, Water Works Road, Guindy, Chennai",Guindy,13.0067,80.2206,https://www.zomato.com/chennai/hotel-malaiyappa-guindy,3.2
Lassi Corner,"Home Delivery, Vegetarian Only, Indoor Seating",Fast Food,"Beverages,  Fast Food,  Ice Cream","Sandwich,  Sundae,  Onion Rings,  Peri Peri Fries,  Cold Coffee,  Mojito,  Falooda"," Shop E1-A4, OMR Food Street, 92 OMR Road, Navalur, Chennai",Navallur,12.8459,80.2265,https://www.zomato.com/chennai/lassi-corner-2-navallur,3.3
Indo-Chinese Kitchen,Delivery Only,Cloud Kitchen,"Chinese,  Biryani,  Fast Food","Burger,  Chicken Manchurian,  Nuggets,  Egg Biryani,  Peri Peri Fries,  Onion Rings,  Hakka Noodles", Delivery Only,Perungudi,12.9654,80.2461,https://www.zomato.com/chennai/indo-chinese-kitchen-perungudi,3.1
Chaat Dukaan,"Home Delivery, Indoor Seating",Fast Food,"Street Food,  Fast Food","Dahi Puri,  Pani Puri,  Nuggets,  Kachori,  Pav Bhaji,  Aloo Tikki,  Peri Peri Fries"," Plot 571, MKN Road Alandur, Chennai",Alandur,12.9975,80.2006,https://www.zomato.com/chennai/chaat-dukaan-alandur,2.9
BP Cafe,"Breakfast, Indoor Seating",Fast Food,Fast Food,"Hot Dog,  Wrap,  Onion Rings,  Peri Peri Fries,  Nuggets,  Fried Chicken,  Sandwich"," Othavadai Street, Opposite Uma Residency, Mahabalipuram, Chennai",Mahabalipuram,12.6208,80.1945,https://www.zomato.com/chennai/bp-cafe-mahabalipuram,3.4
Sulaiha Hotel & Resort,"Breakfast, Home Delivery, Poolside, Outdoor Seating, Indoor Seating",Hotel,"North Indian,  Chinese,  South Indian","Biryani,  Palak Paneer,  Pongal,  Masala Dosa,  Dal Makhani,  Uthappam,  Filter Coffee"," GST Road Acharapakkam, Kanchipuram District, Chennai",Kanchipuram District,12.8372,79.7042,https://www.zomato.com/chennai/sulaiha-hotel-resort-kanchipuram-district,3.5
Food Street,"Home Delivery, Indoor Seating",Restaurant,"North Indian,  South Indian","Bonda Soup,  Curd Rice,  Filter Coffee,  Dal Makhani,  Tandoori Chicken,  Paneer Butter Masala,  Pongal"," 2, Main Road, Shanmuganagar, Chromepet, Chennai",Chromepet,12.9516,80.1462,https://www.zomato.com/chennai/food-street-chromepet,3.4
Yummy Kitchen Multi Cuisine Restaurant,"Home Delivery, Indoor Seating",Restaurant,"South Indian,  Chinese,  BBQ,  North Indian","Grilled Prawns,  Rogan Josh,  Dragon Chicken,  Paneer Butter Masala,  Pongal,  Bonda Soup,  Rajma Chawal"," 84, Mahatma Gandhi Road, VGN Shanthi Nagar, Ambattur Telephone Exchange, Ambattur, Chennai",Ambattur,13.1186,80.1574,https://www.zomato.com/chennai/yummy-kitchen-multi-cuisine-restaurant-ambattur,3.5
Hotel Maruthi Bhavan,"Home Delivery, Vegetarian Only, Indoor Seating",Hotel,"North Indian,  South Indian,  Chinese","Chilli Paneer,  Biryani,  Rasam Rice,  Hakka Noodles,  Naan,  Ghee Podi Dosa,  Paneer Butter Masala"," 6/31, Bazaar Road, Pallavaram, Chennai",Pallavaram,12.9675,80.1491,https://www.zomato.com/chennai/hotel-maruthi-bhavan-pallavaram,
Surabhi Veg Restaurant,"Breakfast, Vegetarian Only, Indoor Seating",Restaurant,"South Indian,  North Indian,  Fast Food,  Chinese","Gobi Manchurian,  Chicken Manchurian,  Aloo Paratha,  Keerai Kootu,  Ghee Podi Dosa,  Palak Paneer,  Sandwich"," 40, Rama Street, Ponnangipuram, Tirumurthy Nagar, Opposite Independence Day Park, Nungambakkam, Chennai",Nungambakkam,13.0569,80.2425,https://www.zomato.com/chennai/surabhi-veg-restaurant-nungambakkam,3.8
Pizza Spot,Delivery Only,Cloud Kitchen,Italian,"Margherita Pizza,  Penne Arrabbiata,  Tiramisu,  Risotto,  Cannoli,  Caprese Salad,  Spaghetti Bolognese"," 1/41A, Block Ward 191, Rice Mill Road, Jalladianpet, Pallikaranai, Chennai",Pallikaranai,12.9349,80.2137,https://www.zomato.com/chennai/pizza-spot-pallikaranai,3.4
Home Made Biriyani,Delivery Only,Cloud Kitchen,Biryani,"Chicken 65,  Salna,  Egg Biryani,  Haleem,  Sherbet,  Vegetable Biryani,  Chicken Biryani"," 2, Kamctshi Aman Nagar, Annex, Mangadu, Poonamalle, Chennai",Poonamalle,13.0473,80.0945,https://www.zomato.com/chennai/home-made-biriyani-poonamalle,3.9
Chengai Virrundhuu,"Home Delivery, Free Parking, Indoor Seating",Restaurant,"South Indian,  Chinese,  North Indian,  Biryani","Butter Chicken,  Vegetable Biryani,  Gobi Manchurian,  Keerai Kootu,  Masala Dosa,  Mutton Biryani,  Pongal"," 18, Devaraja Nagar, New Bust Stand, Chengalpattu, Chennai",Chengalpattu,12.6819,79.9888,https://www.zomato.com/chennai/chengai-virrundhuu-chengalpattu,3.3
Avadi Mughal Biriyani,"Home Delivery, Free Parking, Indoor Seating",Restaurant,"Biryani,  Mughlai","Egg Biryani,  Phirni,  Vegetable Biryani,  Seekh Kebab,  Nihari,  Chicken Korma,  Haleem"," 254/11, Nehru Bazaar, Avadi, Chennai",Avadi,13.1067,80.097,https://www.zomato.com/chennai/avadi-mughal-biriyani-avadi,3.4
Kaanchi Bakers & Sweets,"Home Delivery, Standing Tables, Pre-Ordering Required, Desserts and Bakes",Bakery & Sweet Shop,"Bakery,  Street Food","Bhel Puri,  Brownie,  Pani Puri,  Muffin,  Bread Loaf,  Kachori,  Chocolate Cake"," 9, MTH Road, Opposite Nadamani Theatre, Villivakkam, Anna Nagar West, Chennai",Anna Nagar West,13.0862,80.2018,https://www.zomato.com/chennai/kaanchi-bakers-sweets-anna-nagar-west,
Lathama Foods,"Breakfast, Takeaway Only",Restaurant,South Indian,"Keerai Kootu,  Pongal,  Ghee Podi Dosa,  Medu Vada,  Uthappam,  Filter Coffee,  Rasam Rice"," 114/4, Kodambakkam Road, Mettupalayam, West Mambalam, Chennai",West Mambalam,13.0383,80.2209,https://www.zomato.com/chennai/lathama-foods-3-west-mambalam,
Pizza Army,Home Delivery,Fast Food,"Pizza,  Fast Food,  Burger,  Wraps","Milkshake,  Peri Peri Chicken Pizza,  Club Wrap,  Classic Burger,  French Fries,  Sandwich,  BBQ Wrap"," 144, Ground Floor, Bazaar Road, Sadhasivam Nagar, Madipakkam, Chennai",Madipakkam,12.9647,80.1961,https://www.zomato.com/chennai/pizza-army-madipakkam,4
Eat N Drink,"Home Delivery, Indoor Seating",Fast Food,Fast Food,"Nuggets,  Milkshake,  Peri Peri Fries,  Sandwich,  Onion Rings,  French Fries,  Burger"," 570, Anna Salai, Teynampet, Chennai",Teynampet,13.0405,80.2503,https://www.zomato.com/chennai/eat-n-drink-1-teynampet,3.5
Pizza Tower,"Home Delivery, Indoor Seating",Fast Food,"Pizza,  Fast Food,  Burger,  Beverages","Margherita Pizza,  Tiramisu,  Wrap,  Nuggets,  Peri Peri Chicken Pizza,  Paneer Tikka Pizza,  Zinger Burger"," 93, Cholambedu Road, Tirumullaivoyal, Near Ambattur, Chennai",Ambattur,13.1186,80.1574,https://www.zomato.com/chennai/pizza-tower-ambattur,3.1
